Num;Referencia;Requisito;Documento;NFR
679;GES-679;The Center shall support the following status information about each Light/Commuter Stop: 1. Network identifier (owner of stop) 2. Link Identifier 3. Commuter / Light Rail Stop Identifier 4. Commuter / Light Rail Stop Name 5. Location 6. Routes 7. Frequency;2001 - ctc network.pdf;Funcional
680;GES-680;The Center shall support the following status information about each Light/Commuter Location: 1. Network identifier (owner of train) 2. Link Identifier 3. Commuter / Light Rail Identifier 4. Commuter / Light Rail Name 5. Location (latitude/location) 6. Schedule Adherence 7. Vehicle Attributes 8. Capacity;2001 - ctc network.pdf;Funcional
681;GES-681;The Center shall support the following status information about each Park and Ride Lot: 1. Network identifier (owner of lot) 2. Park and Ride Lot Identifier 3. Park and Ride Lot Name 4. Location (latitude/location) 5. Status 6. Capacity 7. Utilization 8. Entrance 9. Restrictions 10. Special Capabilities;2001 - ctc network.pdf;Funcional
682;GES-682;The Center shall support the following status information about each Vehicle Priority: 1. Vehicle Identifier 2. Network identifier (owner of signal) 3. Link Identifier 4. Intersection Identifier 5. Priority Request Status 6. Departure Time 7. Desired Arrival Time 8. Priority 9. Vehicle Classification 10. Service Strategy;2001 - ctc network.pdf;Funcional
683;GES-683;The device status requestor and Center shall support the following information for command timeframe request: 1. Network identifier 2. Device Type;2001 - ctc network.pdf;Funcional
684;GES-684;The device status requestor and Center shall support the following information for command timeframe request: 1. Network identifier 2. Device Type 3. Days Commands Accepted 4. Times Commands Accepted;2001 - ctc network.pdf;Funcional
685;GES-685;The Data Collector shall be designed to support the storage of TMDD data elements and message set information;2001 - ctc network.pdf;Funcional
686;GES-686;The C2C Project shall utilize the TMDD standard (including message sets) to transmit information.;2001 - ctc network.pdf;No funcional
687;GES-687;DATEX/ASN shall be used to transmit the TMDD message sets.;2001 - ctc network.pdf;No funcional
688;GES-688;TCP/IP shall be used to transmit the DATEX/ASN data;2001 - ctc network.pdf;No funcional
689;GES-689;The map shall display interstates and state highways on the graphical map.;2001 - ctc network.pdf;Funcional
690;GES-690;The basemap data shall be derived from the North Central Texas Council of Governments (NCTCOG) GeoData warehouse.;2001 - ctc network.pdf;Funcional
691;GES-691;The map user shall be able to alter the current magnification (zoom level) of the map.;2001 - ctc network.pdf;Funcional
692;GES-692;The map user shall be able to pan the map in each of the following directions: North, South, East or West;2001 - ctc network.pdf;Funcional
693;GES-693;Each link displayed on the map shall be color coded to provide a graphical depiction of speeds. A configuration file shall be provided to specify specific speed values. The color coding shall be as follows: · Green - speeds > TBD MPH · Yellow - speeds between TBD and TBD MPH · Red – speeds below TBD MPH;2001 - ctc network.pdf;Funcional
694;GES-694;The map shall display the current incidents (as icons) known to the C2C Project.;2001 - ctc network.pdf;Funcional
695;GES-695;The user shall be able to click on an incident icon to obtain further information about the incident.;2001 - ctc network.pdf;Funcional
696;GES-696;All current incidents shall be displayed in tabular format with the following information contained in the table: · Location · Type of incident (e.g., accident, lane closure) · Severity of incident · Incident status · Travel direction · Effected lanes;2001 - ctc network.pdf;Funcional
697;GES-697;The map shall be capable of displaying the following for a DMS: 1. Location 2. Current Message;2001 - ctc network.pdf;Funcional
698;GES-698;The map shall be capable of displaying the following for a LCS: 1. Location 2. Current Signals;2001 - ctc network.pdf;Funcional
699;GES-699;The map shall be capable of displaying the following for a CCTV: 1. Location 2. Status;2001 - ctc network.pdf;Funcional
700;GES-700;The Incident GUI shall allow the user to enter incident or lane closure information without the use of an Center.;2001 - ctc network.pdf;Funcional
701;GES-701;The Incident GUI shall allow the user to input the following information for each incident: · Location (latitude/longitude) · Description · Status · Effected lanes · Detection time · Response time · Estimated time to clear queue · Queue length;2001 - ctc network.pdf;Funcional
702;GES-702;The Incident GUI shall allow the user to input the following information for each lane closure: · Location (latitude/longitude) · Description · Effected lanes · Date · Start time · End time;2001 - ctc network.pdf;Funcional
703;GES-703;The GUI shall provide a list of previously entered incidents.;2001 - ctc network.pdf;Funcional
704;GES-704;The GUI shall allow the data about an incident to be modified.;2001 - ctc network.pdf;Funcional
705;GES-705;The GUI shall allow a user to delete a previously entered incident.;2001 - ctc network.pdf;Funcional
706;GES-706;The GUI shall allow a user to delete a previously entered lane closure;2001 - ctc network.pdf;Funcional
707;GES-707;The GUI shall provide a list of previously entered lane closures.;2001 - ctc network.pdf;Funcional
708;GES-708;"When the GUI application is initiated, the user shall be prompted for the following information: · User name · Password";2001 - ctc network.pdf;Funcional
709;GES-709;The user shall be provided with the capability to select a network identifier for a device command/control request.;2001 - ctc network.pdf;Funcional
710;GES-710;Once an Center is selected, the user shall be able to select a DMS from a list and provide the following information: · Target DMS · Message to be displayed · Beacons On/Of;2001 - ctc network.pdf;Funcional
711;GES-711;Once an Center is selected, the user shall be able to select a LCS from a list and provide the following information: · Target LCS · Assignment of lane arrows;2001 - ctc network.pdf;Funcional
712;GES-712;Once an Center is selected, the user shall be able to issue a CCTV switching command: · Source (input) · Destination port (output);2001 - ctc network.pdf;Funcional
713;GES-713;Once an Center is selected, the user shall be able to select a CCTV from a list and provide the following information: · Target CCTV · Device control including: · Pan · Tilt · Zoom;2001 - ctc network.pdf;Funcional
714;GES-714;Once an Center is selected, the user shall be able to select a Ramp Meter from a list and provide the following information: · Target Ramp Meter · Plan;2001 - ctc network.pdf;Funcional
715;GES-715;Once an Center is selected, the user shall be able to select a HAR from a list and provide the following information: · Target HAR · Text to be sent to the HAR;2001 - ctc network.pdf;Funcional
